household_id,monthly_electricity_consumption_kwh,household_income,household_size,urban_or_rural,appliance_count,renewable_energy_access,electricity_dependency_score
HH_03731,131.2,10178,4,Rural,1,No,7.99
HH_03732,250.4,66895,4,Rural,5,No,8.29
HH_03733,212.4,25876,5,Urban,2,No,7.5
HH_03734,230.6,25915,1,Urban,5,No,7.51
HH_03735,174.3,28019,1,Urban,3,Yes,8.04
HH_03736,179.8,19062,4,Rural,2,No,8.88
HH_03737,207.9,28739,6,Urban,3,No,8.02
HH_03738,194.3,16620,4,Rural,1,No,10.0
HH_03739,175.3,2165,4,Rural,1,No,9.36
HH_03740,226.7,36221,7,Urban,1,Yes,5.74
HH_03741,188.6,35375,4,Urban,3,Yes,7.26
HH_03742,235.3,65267,4,Urban,6,No,6.64
HH_03743,210.7,39480,4,Rural,4,Yes,9.12
HH_03744,149.7,31272,6,Urban,1,No,5.86
HH_03745,176.2,57116,4,Urban,4,Yes,7.24
HH_03746,132.3,9294,1,Rural,1,Yes,9.02
HH_03747,288.7,55465,2,Urban,6,Yes,7.65
HH_03748,178.1,12767,1,Rural,1,No,8.88
HH_03749,162.8,17193,3,Urban,1,No,8.4
HH_03750,191.7,31311,3,Urban,5,Yes,6.24
HH_03751,304.7,81095,4,Urban,8,No,6.56
HH_03752,190.2,39015,5,Urban,4,No,6.53
HH_03753,195.5,85904,2,Urban,8,No,6.06
HH_03754,210.3,11486,2,Rural,2,No,10.0
HH_03755,188.9,65631,2,Urban,6,Yes,6.07
HH_03756,152.4,23666,1,Urban,4,No,7.29
HH_03757,159.0,40066,6,Urban,2,No,6.38
HH_03758,171.0,39859,1,Urban,2,No,7.05
HH_03759,167.0,26769,2,Rural,1,Yes,8.91
HH_03760,203.4,40682,7,Urban,4,No,6.69
HH_03761,227.1,11552,6,Rural,1,No,10.0
HH_03762,232.8,59354,3,Urban,7,Yes,7.86
HH_03763,222.5,98923,4,Urban,9,Yes,5.46
HH_03764,170.1,24657,4,Urban,3,Yes,8.23
HH_03765,156.0,11637,2,Urban,1,Yes,7.43
HH_03766,176.5,24287,3,Rural,3,No,8.1
HH_03767,222.5,28692,5,Urban,4,Yes,6.93
HH_03768,233.7,32352,7,Urban,2,No,6.43
HH_03769,214.3,25130,5,Rural,3,No,9.82
HH_03770,260.4,26616,4,Urban,2,Yes,6.84
HH_03771,228.3,15318,5,Rural,2,No,10.0
HH_03772,200.0,16950,4,Rural,2,No,9.33
HH_03773,217.1,43476,6,Rural,5,No,8.41
HH_03774,197.4,18327,5,Rural,2,No,8.79
HH_03775,205.5,8576,6,Rural,1,Yes,10.0
HH_03776,173.0,17078,1,Urban,1,No,7.72
HH_03777,174.7,19568,5,Rural,1,No,8.76
HH_03778,185.8,17773,3,Urban,1,No,8.38
HH_03779,188.9,7049,3,Rural,1,No,9.86
HH_03780,254.7,26355,6,Rural,3,Yes,8.25
HH_03781,251.2,52775,3,Urban,5,No,7.06
HH_03782,185.1,14432,4,Rural,1,Yes,7.81
HH_03783,210.9,21468,4,Rural,1,No,9.1
HH_03784,251.3,39182,4,Urban,4,No,7.56
HH_03785,224.7,50239,3,Urban,4,No,7.46
HH_03786,217.8,25873,4,Rural,3,No,8.25
HH_03787,205.9,3769,5,Rural,1,No,8.86
HH_03788,228.1,30296,1,Urban,3,Yes,7.67
HH_03789,241.9,47755,4,Urban,5,Yes,8.15
HH_03790,243.3,14070,6,Rural,2,No,9.34
HH_03791,168.9,35768,5,Urban,2,Yes,6.92
HH_03792,303.0,54913,5,Urban,6,No,7.8
HH_03793,253.1,36741,5,Urban,5,Yes,7.46
HH_03794,251.5,86496,7,Urban,6,Yes,6.59
HH_03795,219.9,68823,1,Urban,6,Yes,7.4
HH_03796,181.8,16763,4,Rural,1,No,9.14
HH_03797,163.2,31078,2,Urban,2,No,6.71
HH_03798,220.7,3254,7,Rural,1,No,9.34
HH_03799,198.0,28773,5,Urban,2,No,8.39
HH_03800,125.9,15539,2,Urban,1,No,9.25
HH_03801,266.4,39968,5,Urban,4,No,6.32
HH_03802,220.3,38362,2,Urban,4,Yes,8.63
HH_03803,232.7,53136,4,Urban,5,No,6.76
HH_03804,243.2,80911,3,Urban,7,Yes,6.56
HH_03805,288.7,34452,8,Urban,4,No,8.75
HH_03806,301.2,137496,6,Urban,10,No,5.18
HH_03807,207.0,20693,4,Rural,3,No,8.93
HH_03808,176.8,15946,4,Urban,2,Yes,7.22
HH_03809,242.7,12847,4,Rural,2,Yes,9.32
HH_03810,260.2,14392,8,Rural,3,Yes,9.51
HH_03811,175.5,49930,2,Urban,3,Yes,6.56
HH_03812,179.1,19826,3,Urban,2,No,8.82
HH_03813,178.3,29269,3,Urban,3,Yes,6.89
HH_03814,221.8,31776,2,Urban,3,No,7.84
HH_03815,137.1,26748,3,Urban,1,No,7.56
HH_03816,279.9,56951,5,Urban,6,Yes,7.98
HH_03817,234.6,51425,3,Urban,5,Yes,6.44
HH_03818,250.4,70477,4,Urban,6,Yes,7.19
HH_03819,215.3,14757,7,Rural,1,No,10.0
HH_03820,144.4,37035,4,Rural,2,No,7.69
HH_03821,195.5,7940,3,Rural,1,No,8.66
HH_03822,174.2,15215,6,Urban,2,Yes,9.41
HH_03823,177.1,16895,2,Urban,2,Yes,7.61
HH_03824,210.3,35193,3,Urban,4,Yes,7.47
HH_03825,250.8,37032,4,Rural,4,No,8.58
HH_03826,165.1,24387,1,Urban,3,No,8.9
HH_03827,107.1,26293,1,Urban,1,Yes,6.25
HH_03828,211.5,30745,2,Urban,3,No,8.45
HH_03829,192.7,25382,3,Rural,3,Yes,7.88
HH_03830,91.4,26279,3,Urban,1,No,6.29
HH_03831,179.7,25413,6,Urban,1,No,6.69
HH_03832,243.6,15613,6,Urban,1,No,7.64
HH_03833,199.5,24836,6,Urban,1,Yes,7.0
HH_03834,173.5,70939,1,Urban,6,No,6.11
HH_03835,199.2,36962,3,Urban,3,No,6.61
HH_03836,225.4,22453,4,Urban,3,Yes,6.89
HH_03837,148.1,37790,3,Rural,3,Yes,8.09
HH_03838,174.0,24636,5,Urban,1,No,7.76
HH_03839,287.4,42196,7,Rural,4,No,8.24
HH_03840,177.4,81248,3,Urban,7,No,4.41
HH_03841,188.1,18615,5,Rural,1,Yes,9.15
HH_03842,198.1,14242,7,Urban,1,Yes,8.36
HH_03843,277.5,71098,5,Rural,8,No,8.0
HH_03844,278.4,44155,10,Urban,3,Yes,6.21
HH_03845,248.2,14820,6,Rural,1,Yes,9.85
HH_03846,204.8,62117,2,Urban,6,Yes,5.79
HH_03847,193.2,27433,7,Rural,2,No,8.77
HH_03848,299.0,39525,6,Rural,5,No,8.78
HH_03849,227.8,23522,5,Urban,2,No,8.46
HH_03850,242.6,42369,7,Urban,4,No,7.71
HH_03851,202.6,17181,3,Urban,2,Yes,7.9
HH_03852,224.5,52203,4,Urban,3,Yes,7.81
HH_03853,165.5,34521,4,Urban,3,Yes,6.47
HH_03854,202.5,41427,5,Urban,3,Yes,8.53
HH_03855,208.1,32057,6,Urban,4,No,4.99
HH_03856,148.2,30106,5,Urban,2,No,8.62
HH_03857,173.3,10691,4,Rural,1,No,8.66
HH_03858,230.2,56238,7,Urban,5,No,7.3
HH_03859,237.9,44000,3,Rural,4,Yes,9.88
HH_03860,166.3,25061,5,Urban,2,No,8.01
HH_03861,228.2,48787,2,Urban,5,No,7.43
HH_03862,265.6,45361,5,Urban,6,No,7.89
HH_03863,182.0,18087,5,Rural,1,No,8.01
HH_03864,170.1,14004,3,Urban,1,Yes,6.7
HH_03865,224.7,8243,2,Rural,3,No,9.59
HH_03866,187.6,21905,5,Urban,2,Yes,7.47
HH_03867,198.1,9698,7,Urban,1,No,7.6
HH_03868,233.9,81464,3,Urban,7,Yes,7.53
HH_03869,171.8,43639,2,Urban,3,Yes,8.15
HH_03870,280.0,34376,7,Urban,4,No,6.66
HH_03871,173.0,9404,4,Urban,1,Yes,8.21
HH_03872,177.2,11716,4,Urban,2,No,6.56
HH_03873,216.8,34950,6,Urban,4,No,6.11
HH_03874,341.3,114164,6,Urban,12,No,5.22
HH_03875,197.4,11836,7,Rural,1,Yes,9.27
HH_03876,238.9,58769,6,Urban,6,Yes,6.43
HH_03877,242.2,26243,5,Urban,3,Yes,7.91
HH_03878,160.1,18606,6,Rural,1,No,9.17
HH_03879,245.5,72541,3,Urban,6,No,7.59
HH_03880,181.8,28439,4,Urban,3,No,7.94
HH_03881,113.5,11897,3,Rural,1,No,8.48
HH_03882,249.3,42149,4,Rural,5,No,9.47
HH_03883,154.4,18498,3,Rural,2,No,8.5
HH_03884,194.2,67361,1,Urban,7,Yes,7.12
HH_03885,271.0,11931,3,Rural,2,No,8.91
HH_03886,294.3,81398,4,Urban,8,No,7.6
HH_03887,234.2,21211,5,Rural,2,No,9.72
HH_03888,172.8,23365,3,Rural,1,No,8.54
HH_03889,188.8,19479,7,Rural,2,Yes,8.86
HH_03890,224.0,25843,8,Urban,1,No,10.0
HH_03891,164.1,34964,2,Urban,3,Yes,6.38
HH_03892,110.3,13802,2,Rural,1,No,8.7
HH_03893,353.2,62244,12,Urban,6,No,6.35
HH_03894,204.6,30985,4,Urban,4,No,6.53
HH_03895,149.5,7333,3,Rural,1,No,8.55
HH_03896,177.7,12777,4,Urban,1,Yes,7.7
HH_03897,113.4,12420,1,Urban,1,No,8.18
HH_03898,178.1,50710,1,Urban,6,Yes,5.82
HH_03899,222.1,17539,1,Urban,3,No,7.3
HH_03900,169.6,41904,3,Urban,3,No,6.62
HH_03901,184.4,37988,7,Urban,1,No,6.39
HH_03902,247.1,17314,8,Rural,2,No,10.0
HH_03903,199.6,23415,5,Rural,2,No,8.48
HH_03904,165.0,38487,3,Urban,3,No,6.22
HH_03905,251.1,6886,4,Urban,1,No,8.6
HH_03906,158.8,14823,2,Rural,1,No,10.0
HH_03907,155.1,23229,3,Rural,1,Yes,9.29
HH_03908,267.6,48160,8,Rural,4,No,7.89
HH_03909,269.9,96276,6,Urban,10,Yes,6.04
HH_03910,208.1,7944,3,Rural,1,Yes,8.85
HH_03911,194.7,28375,2,Urban,4,No,7.47
HH_03912,184.4,13676,4,Urban,1,Yes,8.35
HH_03913,237.8,44804,4,Rural,4,No,8.69
HH_03914,245.3,64267,4,Urban,7,No,6.85
HH_03915,206.7,43193,2,Urban,3,No,6.82
HH_03916,255.0,38667,4,Urban,5,No,7.85
HH_03917,294.0,80136,5,Urban,8,No,6.85
HH_03918,209.9,72395,6,Urban,7,No,5.23
HH_03919,175.9,36060,4,Rural,2,No,7.44
HH_03920,214.9,46032,3,Urban,5,Yes,6.92
HH_03921,246.9,28383,4,Urban,2,Yes,8.28
HH_03922,185.0,28521,6,Rural,2,No,9.94
HH_03923,206.8,57109,5,Urban,4,No,7.59
HH_03924,196.5,16054,1,Rural,1,Yes,9.11
HH_03925,170.6,28349,4,Urban,2,No,8.68
HH_03926,237.1,69084,5,Urban,7,No,6.18
HH_03927,319.4,94994,3,Urban,9,No,6.02
HH_03928,205.8,11481,6,Rural,1,No,8.18
HH_03929,185.7,29883,1,Urban,2,Yes,7.2
HH_03930,187.0,22218,2,Rural,1,No,8.43
HH_03931,230.5,46866,6,Urban,3,No,8.4
HH_03932,192.0,25583,1,Urban,3,No,8.63
HH_03933,320.6,108360,6,Urban,9,Yes,6.1
HH_03934,224.3,45087,8,Urban,4,No,7.57
HH_03935,252.6,48143,3,Urban,4,Yes,6.66
HH_03936,218.6,100552,1,Urban,9,Yes,4.16
HH_03937,181.0,26733,2,Urban,1,Yes,6.93
HH_03938,222.4,33191,4,Urban,3,No,8.02
HH_03939,200.3,16499,7,Urban,2,No,8.07
HH_03940,190.8,31561,5,Urban,1,No,7.13
HH_03941,175.3,14324,1,Urban,2,No,8.35
HH_03942,147.5,54820,3,Urban,4,Yes,6.65
HH_03943,194.3,45030,3,Urban,4,Yes,6.29
HH_03944,148.2,29639,5,Urban,1,No,8.07
HH_03945,196.5,32953,4,Urban,2,Yes,6.93
HH_03946,183.1,28424,3,Rural,1,No,9.83
HH_03947,168.3,17705,2,Urban,1,No,6.1
HH_03948,182.6,39561,5,Urban,3,No,6.85
HH_03949,137.1,27387,2,Rural,1,No,9.5
HH_03950,154.7,12012,5,Urban,1,No,8.2
HH_03951,262.4,52789,1,Urban,5,Yes,6.88
HH_03952,290.2,6592,1,Rural,3,No,9.63
HH_03953,257.3,16773,3,Rural,2,No,9.33
HH_03954,155.5,8956,5,Rural,2,No,8.17
HH_03955,184.9,82607,3,Urban,6,No,6.22
HH_03956,127.9,17480,2,Urban,1,Yes,7.89
HH_03957,218.3,6687,4,Rural,1,Yes,9.81
HH_03958,273.4,19499,3,Rural,3,No,9.12
HH_03959,238.9,27306,2,Urban,5,No,7.08
HH_03960,145.7,14190,1,Urban,1,No,6.7
HH_03961,183.8,47982,3,Urban,4,No,7.75
HH_03962,155.8,10595,2,Urban,1,No,8.34
HH_03963,215.7,9666,6,Rural,1,No,10.0
HH_03964,221.6,24784,6,Urban,2,No,6.71
HH_03965,219.9,56638,3,Urban,6,Yes,7.09
HH_03966,296.8,76144,3,Urban,10,No,6.08
HH_03967,286.5,67830,5,Urban,8,Yes,6.82
HH_03968,241.7,31924,2,Urban,5,No,9.77
HH_03969,171.1,8157,4,Urban,1,Yes,8.6
HH_03970,234.7,44250,5,Urban,5,No,6.61
HH_03971,217.4,43498,5,Rural,3,No,8.53
HH_03972,233.4,73377,1,Urban,9,No,6.39
HH_03973,264.3,46206,5,Urban,5,Yes,7.28
HH_03974,216.1,17143,3,Urban,2,Yes,6.49
HH_03975,204.3,25537,7,Urban,1,No,7.82
HH_03976,273.5,111679,4,Urban,10,Yes,4.29
HH_03977,191.9,14958,5,Urban,1,Yes,6.41
HH_03978,202.6,17577,3,Urban,2,Yes,9.3
HH_03979,248.3,61613,1,Urban,6,No,6.61
HH_03980,191.2,13897,1,Rural,2,No,10.0
HH_03981,207.2,17223,3,Urban,3,Yes,7.06
HH_03982,286.4,87543,4,Urban,7,No,4.74
HH_03983,250.4,46153,3,Urban,5,Yes,6.34
HH_03984,203.0,27834,2,Urban,3,No,9.67
HH_03985,195.1,17599,4,Urban,1,No,6.57
HH_03986,302.6,119556,4,Urban,12,Yes,7.26
HH_03987,221.7,34490,7,Urban,3,No,7.67
HH_03988,302.4,80942,7,Urban,7,Yes,6.64
HH_03989,217.5,30770,1,Rural,2,Yes,8.36
HH_03990,144.1,13168,2,Rural,1,No,8.56
HH_03991,233.5,13231,9,Rural,1,No,9.73
HH_03992,285.7,83357,5,Urban,8,No,7.56
HH_03993,258.6,84171,5,Urban,7,No,6.64
HH_03994,184.6,11349,9,Urban,1,No,8.41
HH_03995,230.9,48677,1,Urban,6,Yes,6.79
HH_03996,172.4,32544,3,Urban,3,No,9.17
HH_03997,216.8,18828,3,Urban,2,No,7.87
HH_03998,247.5,40951,1,Urban,4,No,8.9
HH_03999,139.5,15573,3,Urban,1,Yes,6.97
HH_04000,162.9,26455,2,Urban,4,No,7.5
HH_04001,196.0,11148,4,Rural,1,No,10.0
HH_04002,165.0,25931,3,Urban,2,No,7.66
HH_04003,178.9,17244,3,Rural,1,No,9.62
HH_04004,190.6,19029,3,Urban,3,No,6.89
HH_04005,265.7,89950,6,Urban,9,Yes,6.06
HH_04006,309.4,47055,5,Urban,7,Yes,6.46
HH_04007,281.6,102728,5,Urban,10,No,6.08
HH_04008,229.0,31794,6,Urban,2,No,7.29
HH_04009,141.7,25180,4,Urban,1,Yes,7.14
HH_04010,323.7,100524,5,Urban,11,No,6.69
HH_04011,201.7,24742,7,Urban,1,No,6.72
HH_04012,165.4,31449,3,Urban,2,No,5.73
HH_04013,220.0,27726,4,Rural,4,No,8.56
HH_04014,167.6,16655,1,Urban,2,Yes,9.44
HH_04015,212.3,53630,5,Urban,4,No,7.45
HH_04016,186.1,49667,4,Urban,4,No,6.44
HH_04017,237.1,74959,4,Urban,5,Yes,7.01
HH_04018,266.2,59702,6,Urban,3,Yes,6.83
HH_04019,282.2,76350,4,Urban,8,Yes,6.94
HH_04020,221.1,16846,3,Rural,2,No,9.92
HH_04021,222.5,20858,4,Urban,2,No,7.8
HH_04022,307.0,124131,4,Urban,12,Yes,5.85
HH_04023,108.5,14003,1,Urban,1,No,8.96
HH_04024,194.3,7648,2,Rural,2,Yes,9.82
HH_04025,190.8,25265,1,Rural,1,Yes,9.22
HH_04026,297.2,47720,5,Rural,4,No,8.69
HH_04027,177.6,20168,5,Rural,2,No,8.7
HH_04028,231.3,32784,3,Rural,3,No,7.93
HH_04029,180.5,10568,3,Urban,1,Yes,8.37
HH_04030,185.3,13338,4,Rural,1,No,10.0
HH_04031,155.2,11370,5,Urban,1,No,8.16
HH_04032,183.1,55901,2,Urban,4,No,7.46
HH_04033,176.8,13832,3,Urban,1,No,7.06
HH_04034,213.2,16259,3,Urban,2,No,7.25
HH_04035,169.6,47644,10,Urban,4,No,6.13
HH_04036,269.6,66184,6,Urban,6,Yes,6.62
HH_04037,184.1,31815,3,Urban,3,No,8.23
HH_04038,159.6,25342,3,Rural,1,No,8.5
HH_04039,202.3,48328,3,Urban,3,No,7.08
HH_04040,284.6,15817,8,Rural,1,No,9.8
HH_04041,154.1,18147,3,Urban,1,No,8.66
HH_04042,163.5,25262,3,Rural,1,No,7.74
HH_04043,224.9,50562,10,Urban,5,No,6.72
HH_04044,192.9,30777,2,Rural,2,No,8.37
HH_04045,133.8,42207,3,Urban,1,No,6.55
HH_04046,224.3,17361,1,Urban,3,Yes,7.4
HH_04047,253.8,52960,6,Urban,6,No,5.5
HH_04048,196.4,34971,3,Urban,4,Yes,7.09
HH_04049,148.4,26198,2,Urban,1,No,7.57
HH_04050,192.0,15083,4,Rural,1,No,8.41
HH_04051,190.9,11896,2,Rural,1,Yes,8.92
HH_04052,173.7,30682,3,Rural,3,No,8.98
HH_04053,179.0,14946,5,Urban,1,Yes,7.85
HH_04054,160.5,19283,4,Urban,1,No,6.36
HH_04055,217.5,14777,6,Rural,1,Yes,9.81
HH_04056,297.6,47400,7,Rural,4,No,9.24
HH_04057,229.5,65885,5,Urban,8,No,6.23
HH_04058,209.7,6725,2,Rural,1,No,10.0
HH_04059,229.4,78740,3,Urban,5,Yes,6.95
HH_04060,195.4,40448,5,Rural,2,No,9.03
HH_04061,235.3,8899,4,Rural,2,No,9.91
HH_04062,155.7,3964,2,Rural,1,No,8.62
HH_04063,143.9,33515,4,Urban,3,Yes,7.13
HH_04064,149.6,68635,5,Urban,6,No,7.26
HH_04065,276.7,90931,7,Urban,10,Yes,5.72
HH_04066,179.2,10674,5,Rural,1,No,9.05
HH_04067,303.0,100136,2,Urban,11,No,6.68
HH_04068,211.8,4728,4,Rural,1,No,9.69
HH_04069,206.1,14433,7,Rural,1,No,9.28
HH_04070,168.5,27249,5,Urban,3,Yes,7.58
HH_04071,274.7,69877,10,Urban,6,Yes,6.61
HH_04072,207.6,76273,2,Urban,5,Yes,7.31
HH_04073,341.7,62046,8,Urban,6,Yes,8.56
HH_04074,217.4,15564,7,Urban,1,Yes,7.97
HH_04075,178.1,58728,1,Urban,6,No,7.98
HH_04076,199.6,47502,2,Urban,5,No,6.81
HH_04077,198.3,12840,5,Urban,1,No,7.24
HH_04078,200.7,10126,6,Urban,2,No,7.21
HH_04079,184.3,65244,4,Urban,6,Yes,6.1
HH_04080,223.7,31415,4,Urban,3,No,7.21
HH_04081,200.3,16187,5,Urban,1,No,8.44
HH_04082,219.9,30890,4,Urban,4,Yes,8.26
HH_04083,150.9,22394,1,Rural,2,No,8.71
HH_04084,229.0,33302,4,Urban,3,Yes,7.16
HH_04085,159.3,13792,7,Urban,2,No,7.77
HH_04086,143.3,55796,1,Rural,3,No,8.69
HH_04087,223.3,63935,4,Urban,6,No,7.33
HH_04088,192.9,28620,4,Urban,2,No,7.18
HH_04089,167.4,29320,5,Urban,3,No,7.33
HH_04090,232.8,43425,7,Urban,4,No,8.31
HH_04091,145.6,17771,2,Urban,1,Yes,7.48
HH_04092,185.9,21845,3,Rural,1,No,8.66
HH_04093,165.8,8100,2,Rural,1,No,9.31
HH_04094,225.5,33549,8,Urban,3,No,7.47
HH_04095,148.5,17360,5,Urban,1,Yes,6.47
HH_04096,234.1,17894,6,Urban,2,Yes,7.34
HH_04097,294.2,93951,1,Urban,10,No,6.64
HH_04098,235.3,36266,4,Urban,3,No,8.96
HH_04099,177.0,20385,6,Rural,1,Yes,8.73
HH_04100,181.6,5384,4,Rural,1,Yes,10.0
HH_04101,218.5,24462,4,Urban,3,Yes,7.72
HH_04102,178.4,23738,2,Rural,2,No,10.0
HH_04103,182.3,39323,4,Urban,4,Yes,6.81
HH_04104,185.0,9611,3,Urban,1,Yes,8.73
HH_04105,164.8,20382,3,Rural,2,No,10.0
HH_04106,226.5,43609,3,Urban,5,Yes,8.38
HH_04107,260.4,38885,3,Rural,4,No,9.96
HH_04108,187.9,12148,3,Rural,1,No,9.45
HH_04109,156.7,4688,3,Rural,1,No,9.91
HH_04110,207.6,19245,5,Urban,2,No,7.34
HH_04111,145.1,18121,3,Urban,2,Yes,5.91
HH_04112,206.6,28005,3,Rural,1,Yes,9.22
HH_04113,197.6,3526,3,Rural,1,No,9.33
HH_04114,213.7,26744,2,Urban,5,No,8.31
HH_04115,190.9,42344,3,Rural,3,No,9.44
HH_04116,219.8,35151,5,Urban,6,No,6.53
HH_04117,298.7,59927,1,Urban,5,No,8.8
HH_04118,125.4,6721,4,Rural,1,Yes,9.71
HH_04119,95.7,13385,2,Urban,1,Yes,6.75
HH_04120,276.0,82904,4,Urban,7,No,5.59
HH_04121,189.9,19127,3,Rural,1,No,7.43
HH_04122,205.6,19150,4,Rural,1,No,9.78
HH_04123,102.5,9202,1,Rural,1,No,8.93
HH_04124,217.9,37181,5,Urban,3,Yes,6.67
HH_04125,180.0,9050,7,Rural,1,No,8.84
HH_04126,295.8,71340,8,Urban,8,Yes,6.48
HH_04127,456.2,179836,9,Urban,18,No,5.2
HH_04128,271.7,46792,11,Urban,4,Yes,5.85
HH_04129,153.9,12297,3,Rural,1,No,8.44
HH_04130,249.7,3936,6,Rural,1,No,9.82
HH_04131,218.7,6551,5,Rural,1,No,8.93
HH_04132,233.8,88966,3,Urban,8,Yes,6.86
HH_04133,131.4,18874,1,Urban,1,Yes,7.28
HH_04134,192.9,28017,6,Urban,2,Yes,8.77
HH_04135,235.5,51859,5,Urban,5,No,7.24
HH_04136,280.4,85176,4,Urban,7,No,7.45
HH_04137,165.2,31049,4,Urban,4,Yes,7.87
HH_04138,165.8,14119,6,Rural,2,No,9.73
HH_04139,157.8,18790,4,Rural,1,No,8.58
HH_04140,237.6,12351,4,Rural,1,Yes,10.0
HH_04141,189.5,24805,5,Urban,1,No,7.74
HH_04142,275.7,44812,3,Urban,6,Yes,6.44
HH_04143,202.5,39115,7,Urban,3,No,5.62
HH_04144,294.1,125751,2,Urban,13,No,5.84
HH_04145,160.7,45543,4,Urban,3,No,8.4
HH_04146,231.3,69828,7,Urban,6,No,6.02
HH_04147,179.7,18404,8,Urban,1,Yes,6.93
HH_04148,143.4,24666,6,Rural,2,Yes,8.82
HH_04149,163.7,22681,3,Urban,2,Yes,8.49
HH_04150,150.9,44372,3,Urban,3,Yes,5.74
HH_04151,240.1,52902,8,Urban,4,Yes,6.54
HH_04152,199.3,36063,5,Urban,3,No,6.56
HH_04153,352.2,148375,5,Urban,13,Yes,5.76
HH_04154,186.3,82445,2,Urban,7,No,6.4
HH_04155,218.4,70930,6,Urban,6,Yes,6.45
HH_04156,237.5,55363,2,Urban,5,Yes,6.87
HH_04157,240.2,51851,2,Rural,6,Yes,9.2
HH_04158,192.9,14778,2,Urban,1,Yes,8.65
HH_04159,279.7,79640,5,Urban,8,Yes,7.39
HH_04160,175.9,19309,3,Urban,1,No,8.13
HH_04161,238.7,24946,7,Urban,2,No,8.68
HH_04162,206.1,49017,8,Urban,3,Yes,6.38
HH_04163,182.4,37724,2,Rural,3,Yes,9.14
HH_04164,179.4,17517,3,Urban,2,No,9.58
HH_04165,209.5,25734,7,Urban,3,Yes,6.08
HH_04166,174.4,37109,1,Urban,2,Yes,6.92
HH_04167,197.0,31297,6,Urban,3,No,6.62
HH_04168,247.6,58426,2,Urban,5,No,7.19
HH_04169,460.0,275036,2,Urban,20,Yes,4.15
HH_04170,198.9,45012,3,Urban,5,No,7.63
HH_04171,231.1,11579,3,Rural,2,No,9.14
HH_04172,202.6,8268,5,Rural,1,No,9.81
HH_04173,214.6,14808,6,Rural,1,Yes,9.02
HH_04174,171.2,19909,4,Urban,1,No,7.82
HH_04175,259.4,23828,4,Rural,3,No,9.58
HH_04176,276.3,45904,5,Urban,6,Yes,8.59
HH_04177,195.6,26508,4,Urban,3,No,7.9
HH_04178,238.7,59225,5,Rural,5,No,8.62
HH_04179,185.0,11577,7,Rural,1,No,10.0
HH_04180,156.4,16755,4,Rural,1,Yes,7.65
HH_04181,230.3,26413,3,Rural,2,No,8.97
HH_04182,228.9,59774,1,Urban,5,No,6.34
HH_04183,180.1,38741,6,Rural,1,No,8.63
HH_04184,146.9,45261,1,Urban,3,Yes,7.68
HH_04185,274.5,33815,3,Rural,5,No,9.69
HH_04186,206.8,12077,5,Rural,1,No,8.89
HH_04187,171.2,60715,2,Urban,6,Yes,7.45
HH_04188,320.5,60230,4,Urban,6,No,6.21
HH_04189,248.4,86754,3,Urban,8,No,5.41
HH_04190,202.5,12862,1,Urban,1,No,7.85
HH_04191,177.0,20308,4,Urban,1,No,7.48
HH_04192,157.8,29496,3,Rural,1,No,10.0
HH_04193,174.8,7131,1,Urban,1,No,9.6
HH_04194,160.0,24181,1,Rural,4,No,8.6
HH_04195,190.9,66104,2,Urban,5,Yes,5.37
HH_04196,136.2,24767,3,Urban,2,No,6.48
HH_04197,188.5,27037,2,Urban,4,Yes,6.86
HH_04198,207.6,9448,5,Rural,1,No,9.52
HH_04199,170.4,25595,1,Urban,2,Yes,7.35
HH_04200,193.6,26044,4,Urban,6,No,6.54
HH_04201,215.0,23234,8,Urban,2,No,9.03
HH_04202,120.1,11562,2,Rural,1,No,9.84
HH_04203,258.5,29747,7,Urban,3,Yes,8.89
HH_04204,193.5,29532,4,Urban,3,No,6.04
HH_04205,194.1,55415,3,Rural,4,Yes,9.53
HH_04206,206.6,14208,1,Rural,1,No,9.14
HH_04207,201.2,43027,1,Urban,4,No,6.92
HH_04208,247.7,24759,10,Urban,3,Yes,7.59
HH_04209,168.0,24571,4,Urban,2,No,7.02
HH_04210,145.7,12587,1,Urban,2,No,7.68
HH_04211,204.3,7011,6,Rural,2,Yes,10.0
HH_04212,208.6,16964,4,Urban,2,No,6.14
HH_04213,204.3,39078,2,Urban,3,No,8.51
HH_04214,181.7,66756,4,Urban,4,No,7.12
HH_04215,213.1,11981,4,Urban,1,Yes,7.72
HH_04216,193.4,25176,6,Urban,1,Yes,8.31
HH_04217,158.1,7926,3,Rural,1,No,9.67
HH_04218,265.2,29867,5,Urban,3,No,7.09
HH_04219,208.0,34323,6,Rural,4,No,8.28
HH_04220,156.2,13766,2,Rural,1,No,10.0
HH_04221,205.2,34016,6,Urban,3,Yes,6.22
HH_04222,291.1,83804,6,Urban,8,No,6.34
HH_04223,163.9,46066,2,Urban,4,No,6.05
HH_04224,102.8,22182,3,Urban,1,Yes,8.01
HH_04225,222.4,38501,3,Urban,5,Yes,7.24
HH_04226,140.8,10955,3,Rural,1,No,8.32
HH_04227,182.3,45043,6,Urban,2,Yes,6.51
HH_04228,166.6,47681,3,Urban,3,No,7.19
HH_04229,199.2,15410,9,Urban,2,Yes,7.97
HH_04230,192.6,38878,6,Urban,3,Yes,5.76
HH_04231,156.5,16773,3,Rural,1,No,8.65
HH_04232,196.5,48528,3,Urban,5,Yes,7.27
